time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,7.552614653331673e-08,-6.532756285574004e-08,10.002280563340344,6.283074034894442,6.282899074527595,0.0,1.434449915293259e-05,-7.374739722075885e-06,0.07601608665749551,-0.0058489849028750835,-0.016611638847720586,0.0,430.89995233476566,429.4937010617223,428.49519967511,427.99781439317627
0.12000000000000001,1.1098129432992217e-05,-3.0179213269785823e-06,10.010773130544438,0.00040088975913832314,6.281905407871545,0.0,0.00045916499016604277,-7.236448570545234e-05,0.20705396784125477,0.027845680376082496,-0.016460251743500392,0.0,446.6762947827301,446.68872549031516,445.24732707943633,447.99496753712293
0.18,7.021459489832941e-05,8.089269354192518e-06,10.027415614737574,0.0018033822777354658,6.281282381621287,0.0,0.0015960054667961134,0.0006107053664236154,0.34766221792843494,0.012462326945976314,-0.000384463376977855,0.0,449.52737213408557,450.8280490789807,449.7697269777586,448.52236459527546
0.23999999999999996,0.0002063478539593207,8.665126646941108e-05,10.05202617450248,0.0028606996964759546,6.280719894072654,0.0,0.0029578726325081733,0.0021050425775483313,0.4726455069660547,0.02633654581303988,-0.04131645453162336,0.0,446.4156564373346,443.06360880490166,444.49741411227666,445.6327142801466
0.3,0.0004452302295864534,0.0002790426350977065,10.083702227986949,0.004362084187389925,6.278129068096385,0.0,0.005266959859867554,0.00446755830060605,0.5831710547143619,0.022257858402647688,-0.047195237219045325,0.0,440.4065310553401,439.91902761274525,440.96852525172056,440.63163107784817
0.36000000000000004,0.0008762523631545662,0.0006421931634659156,10.12168085985113,0.005580986182162739,6.275513265949446,0.0,0.00937695825784664,0.007767715383544492,0.6827263314373371,0.016115324880788182,-0.03722929355042924,0.0,436.68242393015134,437.5117140004097,437.4281608459124,436.91640450913326
0.4200000000000001,0.0016014369871439713,0.001223985576269198,10.165093568694765,0.006351757739684771,6.273301797527571,0.0,0.01501609153545832,0.01171227116679746,0.7643100817007531,0.005340631230326215,-0.036125168606969627,0.0,431.6288342225906,431.7213196380016,431.8258592706763,430.9160209558933
0.48000000000000015,0.002758502712162472,0.0020863546774469617,10.218184139819021,0.006254090759208353,6.270866708642444,0.0,0.023831222039959073,0.017053310942855553,1.0051918382202096,-0.021625124487345555,-0.05146133206595593,0.0,481.8421162987643,480.68070197564566,480.08625692950494,478.036156196343
0.5400000000000001,0.004448354604523063,0.003230723663576575,10.28099973413378,0.004673658481194387,6.26748029199012,0.0,0.03281586469261518,0.02095080243042709,1.0885816331478322,-0.03800575931908986,-0.06893878376239732,0.0,433.7475272229168,432.2750434282434,432.9850170964537,431.6046708346373
0.6000000000000002,0.006714766221341181,0.004564463223204352,10.346716526257897,0.0021414059297351073,6.263376085969249,0.0,0.04309836697204876,0.02329399177036118,1.1019595571346852,-0.05230133316230806,-0.06735420969226945,0.0,410.24444518412656,410.38114641637463,409.8145509076679,408.54084023013496
0.6600000000000003,0.00975462262479056,0.00599645135825498,10.417256268215828,6.282034821469973,6.259332869680755,0.0,0.05866759923466746,0.02408887301075999,1.2492063213456612,-0.060557806882587675,-0.06745244254987484,0.0,453.02811380758857,453.01690686260037,453.14103420694374,452.4749259478459
0.7200000000000003,0.013775382376079946,0.007404582367761186,10.494896988808351,6.278256035288546,6.25511740992266,0.0,0.07576938726366823,0.02247724426254115,1.338705006384494,-0.06832384571563373,-0.07655536788190569,0.0,435.71428531435055,434.94874731874296,435.38332871979213,434.73015934289754
0.7800000000000004,0.018890311591026124,0.008641903281819449,10.577223821619686,6.2746461305920995,6.25020194046661,0.0,0.09518430273684536,0.018396642567917624,1.4054261257478986,-0.04747587846690743,-0.09571284456215932,0.0,427.97487634733335,426.3353886208845,428.1853408850437,429.95222804827154
0.8400000000000004,0.02537484773264895,0.009540400395133718,10.66660940065353,6.272319302300861,6.24465463367974,0.0,0.1215913986313149,0.011269865437094028,1.573850192338087,-0.025440015605733127,-0.08663136005242153,0.0,459.6475915019919,460.359729059989,459.4874708917134,461.23012954050193
0.9000000000000005,0.03368986044881269,0.009929715938855666,10.769193764214723,6.271371436930451,6.239661128806304,0.0,0.15620748110391458,0.0015607203912202938,1.845200750085547,-0.0013501471103036181,-0.0771635850274226,0.0,490.4631807043201,491.1608190163488,489.92560008221193,491.713363221939
0.9600000000000005,0.04403292715098526,0.009764664616401152,10.884106681146266,6.271074729164548,6.234966490112118,0.0,0.18905324535977727,-0.007078396946673601,1.9849713570885128,-0.013331793835164757,-0.08049596228401941,0.0,453.57081066102467,453.2983666688866,452.8079918533968,451.8432298200469
1.0200000000000005,0.056271768006916474,0.00911634169514876,11.003786874093903,6.2702744211451815,6.230664046099671,0.0,0.219313026302932,-0.014603681845797647,2.0043099055352815,-0.013351816242037937,-0.05825923358247746,0.0,413.3567187558557,415.3069953980739,415.2156399503524,415.21398643592056
1.0800000000000005,0.07052358400298081,0.00797164862560982,11.126937147898754,6.26926479073634,6.2272921980539095,0.0,0.25608492982355785,-0.023640878583564954,2.1005027834956005,-0.024886075410604017,-0.05236505783665519,0.0,439.56586424462813,440.05182092012984,440.5992482278193,439.6447271472865
1.1400000000000006,0.0872015606254033,0.006223619624019239,11.25854309440514,6.268023001769237,6.224049520817953,0.0,0.30019149573383647,-0.03477685405101108,2.285980468609603,-0.013414618199313671,-0.05763371151023207,0.0,467.9988188535388,467.58678545972424,467.3866010029663,468.2797731144539
1.2000000000000006,0.10644489913038835,0.0038214880905095743,11.39864366218391,6.266963038545407,6.2205369316130685,0.0,0.341593223448309,-0.045383724416400616,2.3838097017234032,-0.027922145224100983,-0.06042622134417246,0.0,442.2846655494603,442.05220993638983,441.9082077419712,440.710803135087
1.2600000000000007,0.12827189688891216,0.0007509576654653981,11.545034471669151,6.265335075669343,6.216552635591395,0.0,0.38634607527691045,-0.05713409528645143,2.495610038590098,-0.025599057218267912,-0.08236626303484466,0.0,447.784488452748,445.99270620382384,446.2687597640092,446.4581663172762
1.3200000000000007,0.15340972858846233,-0.003202318140859899,11.706066961362938,6.263657550001135,6.211522458535843,0.0,0.4522311204033851,-0.07485354993325113,2.871206345662455,-0.03315294403497304,-0.08694940555261131,0.0,523.9123108130533,523.5889798193675,522.8644069710548,522.3378173902131
1.3800000000000008,0.18185031121452525,-0.008051475625412741,11.878671772724987,6.2617448746898745,6.206095622156669,0.0,0.49625443428821253,-0.08695677709698138,2.8822092992658574,-0.029443055322127362,-0.09856099997049902,0.0,416.4293691883615,415.4048394510872,417.2466462779878,417.5699652314497
1.4400000000000008,0.21351467239787636,-0.013794121471799635,12.058092487856344,6.260333593987916,6.199996664655355,0.0,0.5598900089534535,-0.1046377387393195,3.097841392680612,-0.01373527507810143,-0.10867241664011187,0.0,481.1088618152235,480.33451847873846,479.9812658462293,481.1718303461834
1.5000000000000009,0.24899816477035344,-0.02058735799392537,12.248685983210724,6.259540100811559,6.193398822523083,0.0,0.6235749148449017,-0.12188095702999492,3.254754388774666,-0.012223184604440412,-0.11267865981491137,0.0,465.55133868958296,465.2276627827253,463.68658288611886,463.80548281651915
1.560000000000001,0.28839094907101936,-0.02841653826612913,12.448027327338467,6.2583148502719474,6.186608652094641,0.0,0.6902014748550034,-0.13917464637052257,3.389470974434954,-0.04674447962319023,-0.11416879803334444,0.0,458.4751510580605,458.345770959034,460.7951295923739,458.0578204530633
1.620000000000001,0.3316795586014896,-0.03725391040022,12.652907273495051,6.255093073409331,6.180042950343555,0.0,0.7533631158164394,-0.1556777558295425,3.4396126995369594,-0.07360504921547495,-0.10132894899330805,0.0,431.93874944666396,433.0092376621532,435.39925947950127,433.1438527892359
1.680000000000001,0.37890734373600354,-0.04715625894645757,12.861041998589483,6.250512995128624,6.173526661507909,0.0,0.82146516790976,-0.174822979260233,3.497926405740655,-0.0824409448542705,-0.12998019180057066,0.0,437.5414458132261,435.1382505160653,437.1430538683606,436.4013536820614
1.740000000000001,0.4309447659067951,-0.05847589210053304,13.077969033181134,6.245670633189711,6.1662181057558225,0.0,0.9139371208070347,-0.2030639789037753,3.732065342441229,-0.07744617122549736,-0.10911073540427438,0.0,489.2981555571582,490.83722975332546,490.74898248042734,491.11501398753234
1.8000000000000012,0.48867055105020984,-0.0715966083959444,13.308632477384581,6.240978956371023,6.159363105349591,0.0,1.010954437905699,-0.23481994069693485,3.9557919679168645,-0.07973421356170912,-0.12726329374666898,0.0,490.687040647153,489.3270161294325,488.67521407015494,488.50035086102537
1.8600000000000012,0.5517686922593579,-0.08652415684341598,13.54778359020628,6.236952932274415,6.152080607247065,0.0,1.0929894339477277,-0.26316550159429797,4.01553873131847,-0.049474068847042564,-0.11164218340454804,0.0,440.38699584151533,441.6637162700624,440.8418240503745,443.3315915500336
1.9200000000000013,0.6200374580332965,-0.10326395779988816,13.791340112575392,6.233740099999322,6.145758640041716,0.0,1.1832245346572416,-0.29511438415721003,4.102538110686276,-0.06327775514569235,-0.09510294570094306,0.0,450.0984088275115,451.4253674099853,451.7195364254825,450.6030283262468
